,company_name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,industry
9718,Tribeca Care,4.5,(52 Reviews),Private,Kolkata,9 years old,11-50 Employees (India),Medical Services / Hospital
9719,Bedmutha Industr...,3.3,(52 Reviews),Public,"Nasik/Nashik,Maharashtra + 4 more",32 years old,201-500 Employees (India),Auto Components
9720,Dayco Power Tran...,3.6,(52 Reviews),Private,Troy,117 years old,51-200 Employees (India),Power
9721,Degania Medical ...,4.2,(52 Reviews),Private,Degania Bet + 2 more,38 years old,51-200 Employees (India),Healthcare / Pharma
9722,Sentec India Com...,3.7,(52 Reviews),Private,Gurgaon + 4 more,9 years old,11-50 Employees (Global),Industrial Equipment / Machinery
9723,Bhartiya City De...,3.7,(52 Reviews),Bengaluru + 2 more,35 years old,201-500 Employees (India),,Real Estate
9724,Black Cat Engine...,4,(52 Reviews),Doha + 5 more,18 years old,1k-5k Employees (Global),,Engineering & Construction
9725,Lilac Insights,3.6,(52 Reviews),"Mumbai,Maharashtra + 12 more",11 years old,201-500 Employees (India),,Internet
9726,IndiaNivesh Secu...,4.3,(52 Reviews),Private,Mumbai + 18 more,6 years old,51-200 Employees (India),Financial Services
9727,Consort Builders,4.3,(52 Reviews),Private,Chandigarh + 6 more,18 years old,51-200 Employees (India),Real Estate
9728,The Oxford Colle...,4.1,(52 Reviews),Private,Bengaluru,48 years old,201-500 Employees (India),Education / Training
9729,Vanasthali Publi...,3.1,(52 Reviews),"Ghaziabad,Uttar Pradesh + 5 more",44 years old,,,Education / Training
9730,Youngshin Automo...,3.9,(52 Reviews),Chennai + 2 more,201-500 Employees (India),,,Auto Components
9731,Jolly Containers,4.1,(52 Reviews),Private,"Mumbai,Maharashtra + 5 more",55 years old,51-200 Employees (India),Petrochemical / Plastics / Rubber
9732,Godavari Polymer...,4.3,(52 Reviews),Private,Secunderabad + 6 more,31 years old,201-500 Employees (India),Petrochemical / Plastics / Rubber
9733,Pacific It Consu...,4,(52 Reviews),Noida + 8 more,30 years old,11-50 Employees (India),,Consulting
9734,Jsw Infrastructu...,3.8,(52 Reviews),Public,"Mumbai,Maharashtra + 10 more",23 years old,1k-5k Employees (India),Engineering & Construction
9735,Al Shirawi Group,4.4,(52 Reviews),Private,Dubai,51 years old,,Consulting
9736,East India Pharm...,4.3,(52 Reviews),Kolkata + 17 more,86 years old,1k-5k Employees (India),,Pharmaceutical & Life Sciences
9737,Allied Jb Fricti...,4.3,(52 Reviews),Private,"Neemrana,Rajasthan",11 years old,51-200 Employees (India),"Neemrana,Rajasthan"
9738,Poornima College...,4.4,(52 Reviews),Private,Jaipur + 1 more,22 years old,201-500 Employees (India),Education / Training
9739,Ardent Maschinfa...,4.1,(52 Reviews),Private,Mumbai + 6 more,11 years old,201-500 Employees (India),Industrial Equipment / Machinery
9740,Pentair Water In...,3.6,(52 Reviews),Private,London + 5 more,56 years old,201-500 Employees (India),Industrial Equipment / Machinery
9741,Alhind Tours And...,4,(52 Reviews),"Chalakudy,Kerala + 14 more",23 years old,501-1k Employees (India),,Recruitment / Staffing
9742,Compassites Soft...,2.6,(52 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",17 years old,51-200 Employees (India),IT Services & Consulting
9743,Continental Tyre...,3.8,(52 Reviews),Private,Bhopal + 9 more,30 years old,,Auto Components
9744,Jadavpur Univers...,4.4,(52 Reviews),Private,Kolkata,67 years old,501-1k Employees (India),Education / Training
9745,Kestone Integrat...,3.6,(52 Reviews),Private,New Delhi + 15 more,25 years old,501-1k Employees (India),Advertising & Marketing
9746,Bostik,3.7,(52 Reviews),Private,Colombes + 7 more,133 years old,201-500 Employees (India),Chemicals
9747,NISC Export Serv...,3.8,(52 Reviews),Private,"Hyderabad/Secunderabad,Telangana",24 years old,201-500 Employees (India),Hardware & Networking
9748,NIIT SmartServe,2.7,(52 Reviews),Private,Noida + 3 more,20 years old,51-200 Employees (India),Financial Services
9749,Axiom Consulting,3.8,(52 Reviews),Private,Bengaluru + 3 more,21 years old,51-200 Employees (India),Design
9750,Navneet Publicat...,4.4,(52 Reviews),Private,Mumbai + 16 more,63 years old,1k-5k Employees (India),Printing & Publishing
9751,Grand View Resea...,3.8,(52 Reviews),Private,San Francisco,8 years old,201-500 Employees (India),Analytics / KPO / Research
9752,Paisalo Digital,4.2,(52 Reviews),Public,"Delhi/NCR,Delhi + 14 more",30 years old,51-200 Employees (India),FinTech / Payments
9753,India Ratings & ...,3.9,(52 Reviews),Private,"Mumbai,Maharashtra + 8 more",27 years old,51-200 Employees (India),Financial Services
9754,Ineos Styrolutio...,4.4,(52 Reviews),Public,"Vadodara/Baroda,Gujarat + 5 more",49 years old,1k-5k Employees (India),Petrochemical / Plastics / Rubber
9755,P&R Infraproject...,4,(52 Reviews),Private,Chandigarh + 7 more,36 years old,51-200 Employees (India),Engineering & Construction
9756,Max Speciality F...,3.8,(52 Reviews),Noida + 7 more,32 years old,201-500 Employees (India),,Packaging & Containers
9757,EM3 Agri Service...,3.7,(52 Reviews),Private,"Noida,Uttar Pradesh + 10 more",9 years old,51-200 Employees (India),Internet
9758,Sleepwell,4,(52 Reviews),Private,Noida + 22 more,51 years old,1k-5k Employees (Global),Furniture & Furnishing
9759,Flowserve Sanmar,3.8,(52 Reviews),Private,Chennai + 8 more,35 years old,51-200 Employees (Global),Chemicals
9760,Il&fs Environmen...,3.4,(52 Reviews),Public,New Delhi + 9 more,15 years old,201-500 Employees (India),Water Treatment / Waste Management
9761,@home,3.8,(52 Reviews),Private,Mumbai + 18 more,17 years old,501-1k Employees (Global),Furniture & Furnishing
9762,Sanjivani Credit...,4.3,(52 Reviews),Jodhpur + 15 more,1k-5k Employees (India),,,NGO / Social Services / Industry Associations
9763,Unipath Specialt...,4.1,(52 Reviews),Private,"Kolkata,West Bengal + 12 more",13 years old,51-200 Employees (India),Medical Services / Hospital
9764,Biryani Blues,4.2,(52 Reviews),Private,"Gurgaon,Haryana + 4 more",11 years old,11-50 Employees (India),Food Processing
9765,International Ce...,3.7,(52 Reviews),Gurugram + 1 more,16 years old,201-500 Employees (India),,Auto Components
9766,Detox Group,4,(52 Reviews),Private,Surat + 5 more,51-200 Employees (India),,
9767,Vilas Javdekar D...,4.5,(52 Reviews),51-200 Employees (India),,,,
9768,NoPaperForms,3.3,(52 Reviews),Private,"Gurgaon,Haryana + 2 more",5 years old,51-200 Employees (India),Internet
9769,Anand Rathi Info...,3.6,(52 Reviews),Private,Jodhpur + 1 more,28 years old,201-500 Employees (Global),Industrial Equipment / Machinery
9770,Azkka Pharmaceut...,3.7,(52 Reviews),Private,Ahmedabad + 4 more,6 years old,11-50 Employees (India),Healthcare / Pharma
9771,Premsons Motor U...,3.9,(52 Reviews),Private,"Ranchi,Jharkhand + 3 more",26 years old,1k-5k Employees (India),Automobile
9772,Kapila Krishi Ud...,3.9,(52 Reviews),Public,Kanpur + 10 more,30 years old,201-500 Employees (India),Food Processing
9773,Institute of Med...,4.5,(52 Reviews),Bhubaneswar + 2 more,51-200 Employees (India),,,Education / Training
9774,Podar World Scho...,3.3,(52 Reviews),Private,Mumbai + 5 more,95 years old,5k-10k Employees (Global),Education / Training
9775,Nouveau Medicame...,4.1,(52 Reviews),Private,Chennai + 12 more,21 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
9776,PARI ROBOTICS,3.6,(52 Reviews),"Pune,Maharashtra + 2 more",32 years old,11-50 Employees (India),,Internet
9777,NXT DIGITAL- A H...,3.9,(52 Reviews),Private,"Calgary,Alberta + 14 more",37 years old,201-500 Employees (India),Internet
9778,Panchayati Raj D...,4.1,(52 Reviews),Wanaparthy + 22 more,,,,Government / Public Administration
9779,Emirates Steel I...,4.3,(52 Reviews),Private,Abu Dhabi + 3 more,24 years old,1k-5k Employees (India),Iron & Steel
9780,Searce Logistics...,4,(52 Reviews),Private,Houston,18 years old,201-500 Employees (India),Analytics / KPO / Research
9781,Eurofins Advinus,3.9,(52 Reviews),Bengaluru + 1 more,17 years old,501-1k Employees (India),,Pharmaceutical & Life Sciences
9782,ABACUS INDIA AGE...,4.5,(52 Reviews),"Lucknow,Uttar Pradesh + 5 more",18 years old,51-200 Employees (India),,Retail
9783,Arcon TechSoluti...,4.1,(52 Reviews),Private,"Mumbai,Maharashtra + 7 more",16 years old,201-500 Employees (Global),Analytics / KPO / Research
9784,Syniti,4.3,(52 Reviews),Private,"Needham,MA + 12 more",26 years old,10k-50k Employees (India),IT Services & Consulting
9785,MyTeam11,4.6,(52 Reviews),"Jaipur,Rajasthan",6 years old,201-500 Employees (India),,Internet
9786,Maharashtra Feed...,3.6,(52 Reviews),"New Delhi,Delhi + 12 more",30 years old,201-500 Employees (India),,"New Delhi,Delhi"
9787,DBG TECHNOLOGIES...,3.8,(52 Reviews),Bawal + 1 more,1k-5k Employees (India),,,Electronics Manufacturing
9788,Cargaison Logist...,4.8,(52 Reviews),201-500 Employees (India),,,,
9789,ShapeMySkills,5,(52 Reviews),Private,"Noida,Uttar Pradesh + 2 more",5 years old,11-50 Employees (India),Education / Training
9790,Mentor Graphics,4,(52 Reviews),Public,"Wilsonville,Oregon + 3 more",41 years old,201-500 Employees (India),Software Product
9791,31 Parallel,2.8,(52 Reviews),Private,Shimla,8 years old,201-500 Employees (Global),BPO / Call Centre
9792,S. K. Industries,3.7,(52 Reviews),Private,Vadodara + 16 more,51-200 Employees (India),,Engineering & Construction
9793,Griffins Interna...,4.5,(52 Reviews),51-200 Employees (India),,,,Education / Training
9794,Himadri Chemical...,3.7,(52 Reviews),Public,"Kolkata,West Bengal + 2 more",35 years old,501-1k Employees (India),Chemicals
9795,Abt Industries,4.3,(52 Reviews),Private,"Coimbatore,Tamil Nadu + 8 more",72 years old,51-200 Employees (India),Food Processing
9796,Muthoot Mercanti...,3.2,(52 Reviews),Private,Thiruvananthapuram + 18 more,25 years old,51-200 Employees (India),Thiruvananthapuram
9797,Shri Rathi Group,3.2,(52 Reviews),Public,Noida + 5 more,80 years old,51-200 Employees (India),Iron & Steel
9798,Pagarbook,3.4,(52 Reviews),Private,"Bangalore,Karnataka + 12 more",3 years old,51-200 Employees (India),Internet
9799,Nibav Lifts,4.2,(52 Reviews),Private,"Chennai,Tamil Nadu + 8 more",7 years old,501-1k Employees (India),"Chennai,Tamil Nadu"
9800,Denso Kirloskar ...,4.2,(52 Reviews),Bengaluru/Bangalore + 1 more,,,,
9801,Codincity Digita...,4.9,(52 Reviews),"Bangalore,Karnataka + 1 more",11-50 Employees (India),,,IT Services & Consulting
9802,RouteFabric,4.6,(52 Reviews),New Delhi + 10 more,51-200 Employees (India),,,IT Services & Consulting
9803,Optus Infotech,4.5,(52 Reviews),201-500 Employees (India),,,,IT Services & Consulting
9804,Mindspace Outsou...,4.2,(52 Reviews),51-200 Employees (India),,,,
9805,Great Eastern Sh...,4.4,(52 Reviews),Public,Mumbai + 1 more,74 years old,501-1k Employees (India),Ports & Shipping
9806,Concorde Group,3.6,(52 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",26 years old,201-500 Employees (India),Food Processing
9807,Sigma Infosoluti...,3.6,(52 Reviews),Public,Irvine + 5 more,18 years old,201-500 Employees (India),Hardware & Networking
9808,Kirloskar Group,4,(2.2k Reviews),Public,"Pune,Maharashtra + 21 more",134 years old,10k-50k Employees (India),Industrial Equipment / Machinery
9809,Embassy Group,3.9,(107 Reviews),Private,Bengaluru + 9 more,29 years old,501-1k Employees (India),Real Estate
9810,Loylty Rewardz M...,3.9,(51 Reviews),Private,"Mumbai,Maharashtra + 6 more",16 years old,201-500 Employees (India),Advertising / PR / Events
9811,Millennium Semic...,4.4,(51 Reviews),Private,Pune + 3 more,27 years old,51-200 Employees (India),Electronic Components / Semiconductors
9812,Moolya Software ...,4.2,(51 Reviews),Private,Bengaluru + 4 more,12 years old,11-50 Employees (India),Hardware & Networking
9813,Transparency Mar...,3,(51 Reviews),Private,"Albany,New York + 1 more",11 years old,1-10 Employees (India),Consulting
9814,Access Infotech,3.9,(51 Reviews),Private,Chandigarh + 10 more,27 years old,51-200 Employees (India),IT Services & Consulting
9815,Centuary Fibre P...,4.2,(51 Reviews),Private,Hyderabad + 10 more,34 years old,51-200 Employees (India),Textile & Apparel
9816,Megasoft,4.3,(51 Reviews),Public,Hyderabad + 4 more,28 years old,51-200 Employees (India),Hardware & Networking
9817,Institute of Liv...,4.2,(51 Reviews),New Delhi,13 years old,201-500 Employees (India),,Education / Training
9818,Ravi Infrabuild ...,4.1,(51 Reviews),Private,Udaipur + 7 more,13 years old,201-500 Employees (India),Engineering & Construction
9819,Tcg Digital Solu...,3.3,(51 Reviews),Private,"Somerset,New Jersey + 1 more",23 years old,201-500 Employees (India),IT Services & Consulting
9820,Pragmasys Consul...,3.8,(51 Reviews),LLP,"Pune,Maharashtra + 3 more",12 years old,51-200 Employees (India),Consulting
9821,Asiapower Overse...,4.5,(51 Reviews),Mumbai + 8 more,38 years old,,,Recruitment / Staffing
9822,Shiv Nadar Unive...,4.1,(51 Reviews),Private,"Noida,Uttar Pradesh + 7 more",11 years old,501-1k Employees (India),Education / Training
9823,CoreEL Technolog...,3.7,(51 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",23 years old,501-1k Employees (India),Hardware & Networking
9824,SynergyTop,4.6,(51 Reviews),Private,San Diego + 1 more,8 years old,51-200 Employees (India),IT Services & Consulting
9825,Neo Metaliks,3.8,(51 Reviews),Public,"Kolkata,West Bengal",18 years old,501-1k Employees (India),Financial Services
9826,Itelligence,3.9,(51 Reviews),Private,Bielefeld + 1 more,33 years old,1k-5k Employees (India),IT Services & Consulting
9827,Weir Group,4,(51 Reviews),Private,Glasgow + 4 more,151 years old,10k-50k Employees (Global),Oil / Gas / Petro Chemicals
9828,The 3C Company,3.7,(51 Reviews),Private,"Noida,Uttar Pradesh + 1 more",15 years old,1k-5k Employees (Global),Real Estate
9829,Amphenol Omnicon...,3.9,(51 Reviews),Private,Chennai,14 years old,201-500 Employees (India),Electronics Manufacturing
9830,Chryso,4.1,(51 Reviews),"Navi Mumbai,Maharashtra + 9 more",80 years old,51-200 Employees (India),,Building Material
9831,Seven Seas Hotel,3.3,(51 Reviews),Private,New Delhi + 1 more,27 years old,11-50 Employees (India),Hotels & Restaurants
9832,Kanchan Metals,4,(51 Reviews),Kolkata + 5 more,38 years old,51-200 Employees (India),,Industrial Equipment / Machinery
9833,Christ Nishotech...,4.5,(51 Reviews),Private,Navi Mumbai + 2 more,37 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
9834,Ion Exchange Ser...,3.5,(51 Reviews),Public,Mumbai + 16 more,58 years old,1k-5k Employees (Global),Water Treatment / Waste Management
9835,Cross-tab Market...,3.4,(51 Reviews),Private,Redmond + 1 more,22 years old,1k-5k Employees (Global),Analytics / KPO / Research
9836,Prakash Retail,4,(51 Reviews),Udupi + 4 more,39 years old,51-200 Employees (India),,Retail
9837,Kun Aero Space,3.4,(51 Reviews),Chennai + 2 more,11 years old,201-500 Employees (India),,Defence & Aerospace
9838,Sound Castings,4.1,(51 Reviews),Private,Kolhapur + 4 more,34 years old,501-1k Employees (India),Industrial Equipment / Machinery
9839,East West Seeds,4.5,(51 Reviews),Private,"Nonthaburi,Bangkok + 12 more",40 years old,51-200 Employees (India),FMCG
9840,Ezetap Mobile So...,4.4,(51 Reviews),Private,"Bangalore,Karnataka + 11 more",11 years old,51-200 Employees (India),Internet
9841,EMKAY AUTOMOBILE...,3.2,(51 Reviews),Public,Gurgaon + 6 more,44 years old,1k-5k Employees (India),Auto Components
9842,Dwarikesh Sugar ...,4.2,(51 Reviews),Public,"Mumbai,Maharashtra + 4 more",29 years old,1k-5k Employees (India),Food Processing
9843,KP GROUP,4,(51 Reviews),Surat + 14 more,28 years old,1k-5k Employees (India),,Courier / Logistics
9844,MPTA Education,4.3,(51 Reviews),Public,"Pune,Maharashtra + 10 more",17 years old,51-200 Employees (India),e-Learning / EdTech
9845,Secure Energy Se...,4,(51 Reviews),Calgary + 21 more,15 years old,1k-5k Employees (Global),,Oil & Gas
9846,Nyk Auto Logisti...,3.9,(51 Reviews),Mumbai + 10 more,11-50 Employees (India),,,Courier / Logistics
9847,Satra Infrastruc...,4.2,(51 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",14 years old,51-200 Employees (India),Real Estate
9848,Volansys Technol...,3.8,(51 Reviews),Private,"Santa Clara,California",14 years old,201-500 Employees (India),Hardware & Networking
9849,Yutaka Autoparts...,4.3,(51 Reviews),Bhiwadi + 4 more,1-10 Employees (India),,,Auto Components
9850,Hq Lamps Manufac...,3.9,(51 Reviews),Noida + 3 more,8 years old,501-1k Employees (India),,Manufacturing
9851,SUDlife,4.2,(51 Reviews),Public,Mumbai + 27 more,13 years old,1k-5k Employees (Global),Insurance
9852,Techahead Softwa...,3.5,(51 Reviews),Private,"Agoura Hills,California",13 years old,11-50 Employees (India),IT Services & Consulting
9853,BARSYL,4,(51 Reviews),Private,Secunderabad + 10 more,36 years old,501-1k Employees (India),Urban Transport
9854,J K Ansell,4.4,(51 Reviews),Private,Iselin + 13 more,201-500 Employees (Global),,
9855,LNV Technology,3.9,(51 Reviews),Private,"Chennai,Tamil Nadu + 7 more",21 years old,51-200 Employees (India),Industrial Equipment / Machinery
